[2026-04-10T17:20:42.178Z] IP: System | Action: Server Started | Details: {"port":3000}
[2026-04-10T18:05:40.741Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7vawy5nr | Details: undefined
[2026-04-10T18:05:42.753Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7vcguxo5 | Details: undefined
[2026-04-10T18:05:44.773Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7ve0y7ll | Details: undefined
[2026-04-10T18:05:46.800Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7vflaet9 | Details: undefined
[2026-04-10T18:05:48.833Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7vh5pfcn | Details: undefined
[2026-04-10T18:05:50.858Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7vipz8c5 | Details: undefined
[2026-04-10T18:05:52.873Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7vk9y2ti | Details: undefined
[2026-04-10T18:05:58.936Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7voydcka | Details: undefined
[2026-04-10T18:06:04.998Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7vtmqd7k | Details: undefined
[2026-04-10T18:06:07.026Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7vv73r2k | Details: undefined
[2026-04-10T18:06:09.041Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7vwr3gdm | Details: undefined
[2026-04-10T18:06:11.074Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7vybk8f5 | Details: undefined
[2026-04-10T18:06:17.133Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7w2ztmr6 | Details: undefined
[2026-04-10T18:06:19.149Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7w4jussx | Details: undefined
[2026-04-10T18:06:21.162Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7w63raa4 | Details: undefined
[2026-04-10T18:06:27.202Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7waritf5 | Details: undefined
[2026-04-10T18:06:33.238Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7wff6z9l | Details: undefined
[2026-04-10T18:06:35.259Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7wgzd9kx | Details: undefined
[2026-04-10T18:06:41.290Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7wlmq76z | Details: undefined
[2026-04-10T18:06:43.318Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7wn778sf | Details: undefined
[2026-04-10T18:06:45.333Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7wor75td | Details: undefined
[2026-04-10T18:06:47.348Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7wqb5br0 | Details: undefined
[2026-04-10T18:06:49.365Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7wrv6v31 | Details: undefined
[2026-04-10T18:06:51.397Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7wtfl2ut | Details: undefined
[2026-04-10T18:06:57.465Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7wy46hc0 | Details: undefined
[2026-04-10T18:06:59.478Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7wzo2lm6 | Details: undefined
[2026-04-10T18:07:05.525Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7x4c1ipk | Details: undefined
[2026-04-10T18:07:11.585Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7x90ejj9 | Details: undefined
[2026-04-10T18:07:17.622Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7xdo3lkh | Details: undefined
[2026-04-10T18:07:19.629Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7xf7ur7o | Details: undefined
[2026-04-10T18:07:21.648Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7xgry784 | Details: undefined
[2026-04-10T18:07:23.672Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7xic6sf1 | Details: undefined
[2026-04-10T18:07:25.691Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7xjw9ma9 | Details: undefined
[2026-04-10T18:07:31.749Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7xokj9ie | Details: undefined
[2026-04-10T18:07:33.758Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7xq4c16y | Details: undefined
[2026-04-10T18:07:39.795Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7xus0h1w | Details: undefined
[2026-04-10T18:07:45.849Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7xzg3dmk | Details: undefined
[2026-04-10T18:07:51.888Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7y43xu5h | Details: undefined
[2026-04-10T18:07:53.911Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7y5o4bfa | Details: undefined
[2026-04-10T18:07:59.959Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7yac4jao | Details: undefined
[2026-04-10T18:08:01.975Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7ybw51pv | Details: undefined
[2026-04-10T18:08:03.983Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7ydfwt2c | Details: undefined
[2026-04-10T18:08:10.034Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7yi3zzxr | Details: undefined
[2026-04-10T18:08:16.080Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7ymryn19 | Details: undefined
[2026-04-10T18:08:18.112Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7yocebjp | Details: undefined
[2026-04-10T18:08:24.140Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7ysztc2d | Details: undefined
[2026-04-10T18:08:30.183Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7yxnpn7a | Details: undefined
[2026-04-10T18:08:36.262Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7z2cidwm | Details: undefined
[2026-04-10T18:08:42.328Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7z71066f | Details: undefined
[2026-04-10T18:08:44.346Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7z8l4w7o | Details: undefined
[2026-04-10T18:08:46.410Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7za6eis7 | Details: undefined
[2026-04-10T18:08:52.536Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7zewlynh | Details: undefined
[2026-04-10T18:08:54.562Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7zggu6ia | Details: undefined
[2026-04-10T18:08:56.600Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7zi1h3lj | Details: undefined
[2026-04-10T18:08:58.628Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7zjlt7e5 | Details: undefined
[2026-04-10T18:09:04.740Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7zobl6ao | Details: undefined
[2026-04-10T18:09:06.818Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7zpxa1g4 | Details: undefined
[2026-04-10T18:09:08.846Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7zrhnxub | Details: undefined
[2026-04-10T18:09:14.985Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7zw861b3 | Details: undefined
[2026-04-10T18:09:17.072Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7zxu5ap5 | Details: undefined
[2026-04-10T18:09:19.092Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=7zze9yn4 | Details: undefined
[2026-04-10T18:09:25.179Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=8043b6h9 | Details: undefined
[2026-04-10T18:09:27.246Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=805oqwd8 | Details: undefined
[2026-04-10T18:09:33.290Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=80acn0br | Details: undefined
[2026-04-10T18:09:35.315Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=80bwx0c3 | Details: undefined
[2026-04-10T18:09:41.377Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=80gl7t7u | Details: undefined
[2026-04-10T18:09:43.385Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=80i53w7t | Details: undefined
[2026-04-10T18:09:49.432Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=80mt1n10 | Details: undefined
[2026-04-10T18:09:51.612Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=80ohlizv | Details: undefined
[2026-04-10T18:09:57.731Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=80t7k54s | Details: undefined
[2026-04-10T18:10:03.791Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=80xvw9bt | Details: undefined
[2026-04-10T18:10:05.819Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=80zg974t | Details: undefined
[2026-04-10T18:10:07.843Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=811072uw | Details: undefined
[2026-04-10T18:10:13.919Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=815p22gw | Details: undefined
[2026-04-10T18:10:19.958Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=81aczsff | Details: undefined
[2026-04-10T18:10:26.002Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=81f0vizj | Details: undefined
[2026-04-10T18:10:28.054Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=81glwct6 | Details: undefined
[2026-04-10T18:10:34.105Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=81l9r6kk | Details: undefined
[2026-04-10T18:10:40.136Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=81pxf45d | Details: undefined
[2026-04-10T18:10:46.180Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=81ulbfct | Details: undefined
[2026-04-10T18:10:52.240Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=81z9op9r | Details: undefined
[2026-04-10T18:10:54.283Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=820ugwzh | Details: undefined
[2026-04-10T18:10:56.298Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=822efscw | Details: undefined
[2026-04-10T18:11:02.393Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=8273lwq9 | Details: undefined
[2026-04-10T18:11:04.414Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=828nvz55 | Details: undefined
[2026-04-10T18:11:10.536Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=82ddxep9 | Details: undefined
[2026-04-10T18:11:16.658Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=82i3zrum | Details: undefined
[2026-04-10T18:11:18.687Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=82jocslo | Details: undefined
[2026-04-10T18:11:20.700Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=82l8awlq | Details: undefined
[2026-04-10T18:11:26.776Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=82px2ici | Details: undefined
[2026-04-10T18:11:28.813Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=82rhnl3t | Details: undefined
[2026-04-10T18:11:30.843Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=82t21xup | Details: undefined
[2026-04-10T18:11:32.872Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=82ume7j6 | Details: undefined
[2026-04-10T18:11:38.916Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=82za7tht | Details: undefined
[2026-04-10T18:11:45.031Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=83404vjs | Details: undefined
[2026-04-10T18:11:47.050Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=835k8ksw | Details: undefined
[2026-04-10T18:11:49.082Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=8374ox0p | Details: undefined
[2026-04-10T18:11:51.143Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=838pxmeb | Details: undefined
[2026-04-10T18:11:57.198Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=83de3qbt | Details: undefined
[2026-04-10T18:11:59.226Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=83eyfkgr | Details: undefined
[2026-04-10T18:12:05.262Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=83jm4ph1 | Details: undefined
[2026-04-10T18:12:07.383Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=83l8wmx4 | Details: undefined
[2026-04-10T18:12:09.395Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=83msy4ex | Details: undefined
[2026-04-10T18:12:11.443Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=83ods4v0 | Details: undefined
[2026-04-10T18:12:13.469Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=83py137a | Details: undefined
[2026-04-10T18:12:19.589Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=83uo2nc4 | Details: undefined
[2026-04-10T18:12:21.663Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=83w9qcts | Details: undefined
[2026-04-10T18:12:27.722Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=840xyrou | Details: undefined
[2026-04-10T18:12:33.793Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=845mngvq | Details: undefined
[2026-04-10T18:12:35.812Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=8476r4wd | Details: undefined
[2026-04-10T18:12:37.842Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=848r4nyv | Details: undefined
[2026-04-10T18:12:39.858Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=84ab4470 | Details: undefined
[2026-04-10T18:12:41.907Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=84bw1ylu | Details: undefined
[2026-04-10T18:12:43.937Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=84dgflum | Details: undefined
[2026-04-10T18:12:49.999Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=84i4sftg | Details: undefined
[2026-04-10T18:12:56.055Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=84mt0968 | Details: undefined
[2026-04-10T18:12:58.111Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=84oe4qb0 | Details: undefined
[2026-04-10T18:13:04.178Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=84t2o53i | Details: undefined
[2026-04-10T18:13:06.224Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=84unhjii | Details: undefined
[2026-04-10T18:13:12.275Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=84zbixrd | Details: undefined
[2026-04-10T18:13:14.314Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=850w8hzs | Details: undefined
[2026-04-10T18:13:20.567Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=855px225 | Details: undefined
[2026-04-10T18:13:22.602Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=857ag8dh | Details: undefined
[2026-04-10T18:13:28.675Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=85bz3sct | Details: undefined
[2026-04-10T18:13:30.747Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=85dko0zd | Details: undefined
[2026-04-10T18:13:32.771Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=85f4xfls | Details: undefined
[2026-04-10T18:13:34.794Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=85gp30f7 | Details: undefined
[2026-04-10T18:13:40.842Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=85ld4m22 | Details: undefined
[2026-04-10T18:13:42.854Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=85mx073j | Details: undefined
[2026-04-10T18:13:44.874Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=85oh5vdu | Details: undefined
[2026-04-10T18:13:51.025Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=85t7x2ix | Details: undefined
[2026-04-10T18:13:57.093Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=85xwh1se | Details: undefined
[2026-04-10T18:14:03.203Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=862m6q4j | Details: undefined
[2026-04-10T18:14:05.226Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=8646f6f3 | Details: undefined
[2026-04-10T18:14:07.289Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=865rq08b | Details: undefined
[2026-04-10T18:14:13.520Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=86ahwy1n | Details: undefined
[2026-04-10T18:14:15.439Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=86c25m17 | Details: undefined
[2026-04-10T18:14:21.548Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=86grr4jj | Details: undefined
[2026-04-10T18:14:23.579Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=86ic7pne | Details: undefined
[2026-04-10T18:14:29.633Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=86n0akxh | Details: undefined
[2026-04-10T18:14:31.665Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /socket.io/?EIO=4&transport=polling&t=86okv8zo | Details: undefined
[2026-04-12T12:41:57.093Z] IP: System | Action: Server Started | Details: {"port":3000}
[2026-04-12T12:42:02.581Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /favicon.ico | Details: undefined
[2026-04-12T12:42:13.333Z] IP: ::ffff:127.0.0.1 | Action: HTTP POST /register | Details: {"username":"sdfdsfsdfds","password":"sdfsfsdfs"}
[2026-04-12T12:42:13.339Z] IP: ::ffff:127.0.0.1 | Action: Register Success | Details: {"username":"sdfdsfsdfds"}
[2026-04-13T08:25:16.996Z] IP: System | Action: Server Started | Details: {"port":3000}
[2026-04-13T08:25:19.810Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /favicon.ico | Details: undefined
[2026-04-13T08:46:35.206Z] IP: System | Action: Server Started | Details: {"port":3000}
[2026-04-19T17:09:05.405Z] IP: System | Action: Server Started | Details: {"port":3000}
[2026-04-19T17:09:12.577Z] IP: ::ffff:127.0.0.1 | Action: HTTP POST /register | Details: {"username":"dfsfsdf","password":"sdfsdfsdf"}
[2026-04-19T17:09:12.584Z] IP: ::ffff:127.0.0.1 | Action: Register Success | Details: {"username":"dfsfsdf"}
[2026-04-19T17:09:14.429Z] IP: ::ffff:127.0.0.1 | Action: HTTP GET /get-word | Details: undefined
[2026-04-19T17:09:14.430Z] IP: ::ffff:127.0.0.1 | Action: Get Word Generated | Details: {"word":"АРХІТЕКТУРА"}
[2026-04-24T17:34:46.191Z] IN | IP: ::ffff:127.0.0.1 | Action: POST /register | Details: {"username":"BlackFlaim"}
[2026-04-24T17:34:46.704Z] OUT | IP: ::ffff:127.0.0.1 | Action: Register Response | Details: {"success":false,"message":"Користувач вже існує"}
[2026-04-24T17:38:22.501Z] IN | IP: ::ffff:127.0.0.1 | Action: POST /register | Details: {"username":"sfsdfsdfsd"}
[2026-04-24T17:38:23.010Z] OUT | IP: ::ffff:127.0.0.1 | Action: Register Response | Details: {"success":true,"token":"t0imifbxiah","message":"Реєстрація успішна! Ваш токен згенеровано."}
[2026-04-24T17:38:28.142Z] IN | IP: ::ffff:127.0.0.1 | Action: GET /poll-status (Short Polling) | Details: {"token":"t0imifbxiah"}
[2026-04-24T17:38:28.643Z] OUT | IP: ::ffff:127.0.0.1 | Action: Polling Response | Details: {"status":"Сервер працює","activePlayers":4}
[2026-04-24T17:38:33.293Z] IN | IP: ::ffff:127.0.0.1 | Action: GET /poll-status (Short Polling) | Details: {"token":"t0imifbxiah"}
[2026-04-24T17:38:33.801Z] OUT | IP: ::ffff:127.0.0.1 | Action: Polling Response | Details: {"status":"Сервер працює","activePlayers":9}
[2026-04-24T17:38:38.313Z] IN | IP: ::ffff:127.0.0.1 | Action: GET /poll-status (Short Polling) | Details: {"token":"t0imifbxiah"}
[2026-04-24T17:38:38.814Z] OUT | IP: ::ffff:127.0.0.1 | Action: Polling Response | Details: {"status":"Сервер працює","activePlayers":10}
[2026-04-24T17:38:43.491Z] IN | IP: ::ffff:127.0.0.1 | Action: GET /poll-status (Short Polling) | Details: {"token":"t0imifbxiah"}
[2026-04-24T17:38:43.997Z] OUT | IP: ::ffff:127.0.0.1 | Action: Polling Response | Details: {"status":"Сервер працює","activePlayers":9}
[2026-04-24T17:38:48.444Z] IN | IP: ::ffff:127.0.0.1 | Action: GET /poll-status (Short Polling) | Details: {"token":"t0imifbxiah"}
[2026-04-24T17:38:48.951Z] OUT | IP: ::ffff:127.0.0.1 | Action: Polling Response | Details: {"status":"Сервер працює","activePlayers":8}
[2026-04-24T17:38:53.437Z] IN | IP: ::ffff:127.0.0.1 | Action: GET /poll-status (Short Polling) | Details: {"token":"t0imifbxiah"}
[2026-04-24T17:38:53.949Z] OUT | IP: ::ffff:127.0.0.1 | Action: Polling Response | Details: {"status":"Сервер працює","activePlayers":8}
[2026-04-24T17:38:58.587Z] IN | IP: ::ffff:127.0.0.1 | Action: GET /poll-status (Short Polling) | Details: {"token":"t0imifbxiah"}
[2026-04-24T17:38:59.101Z] OUT | IP: ::ffff:127.0.0.1 | Action: Polling Response | Details: {"status":"Сервер працює","activePlayers":7}
[2026-04-24T17:39:03.597Z] IN | IP: ::ffff:127.0.0.1 | Action: GET /poll-status (Short Polling) | Details: {"token":"t0imifbxiah"}
[2026-04-24T17:39:04.105Z] OUT | IP: ::ffff:127.0.0.1 | Action: Polling Response | Details: {"status":"Сервер працює","activePlayers":4}
[2026-05-03T08:23:16.652Z] IN | IP: ::ffff:127.0.0.1 | Action: POST /register | Details: {"username":"Artem"}
[2026-05-03T08:23:17.173Z] OUT | IP: ::ffff:127.0.0.1 | Action: Register Response | Details: {"success":true,"token":"6nw9vpgqplv","message":"Реєстрація успішна! Ваш токен згенеровано."}
[2026-05-03T08:23:20.039Z] IN | IP: ::ffff:127.0.0.1 | Action: GET /poll-status (Short Polling) | Details: {"token":"6nw9vpgqplv"}
[2026-05-03T08:23:20.550Z] OUT | IP: ::ffff:127.0.0.1 | Action: Polling Response | Details: {"status":"Сервер працює","activePlayers":2}
[2026-05-03T08:23:25.372Z] IN | IP: ::ffff:127.0.0.1 | Action: GET /poll-status (Short Polling) | Details: {"token":"6nw9vpgqplv"}
